"month","account","total_transfer_in","total_transfer_out","account_monthly_balance"
7,"547111438728299328","1770.02","743.5600000000001","13256.93"
8,"547111438728299328","3554.9100000000003","281.87","16529.97"
9,"547111438728299328","953.62","0","17483.59"
10,"547111438728299328","5251.84","2211.4700000000003","20523.96"
11,"547111438728299328","7774.62","4176.09","24122.489999999998"
12,"547111438728299328","2565.5","0","26687.989999999998"
1,"547488322437260416","4084.32","1394","2690.32"
2,"547488322437260416","5469.360000000001","1794.43","6365.25"
3,"547488322437260416","3691.2300000000005","0","10056.48"
4,"547488322437260416","3933.37","1088.24","12901.61"
5,"547488322437260416","5339.900000000001","2466.25","15775.260000000002"
6,"547488322437260416","3165.67","1791.98","17148.95"
7,"547488322437260416","2613.8","1867.18","17895.57"
8,"547488322437260416","4847.35","1038.5900000000001","21704.33"
9,"547488322437260416","1185.29","1738.71","21150.910000000003"
10,"547488322437260416","2070.62","333.65999999999997","22887.870000000003"
11,"547488322437260416","6123.139999999999","2728.4700000000003","26282.54"
12,"547488322437260416","1855.17","3642.0299999999997","24495.68"
1,"547610411184237056","5743.87","416.29","5327.58"
2,"547610411184237056","4471.63","0","9799.21"
3,"547610411184237056","6834.16","89.64","16543.73"
4,"547610411184237056","4625.25","0","21168.98"
5,"547610411184237056","6377.94","2787.25","24759.67"
6,"547610411184237056","9279.119999999999","6641.5599999999995","27397.229999999996"
7,"547610411184237056","2115.08","4534.4400000000005","24977.869999999995"
8,"547610411184237056","2141.29","5054.71","22064.449999999997"
9,"547610411184237056","10607.09","6493.13","26178.409999999996"
10,"547610411184237056","7676.15","2681.2799999999997","31173.279999999995"
11,"547610411184237056","4358.57","4888.01","30643.839999999997"
12,"547610411184237056","1104.04","6519.16","25228.719999999998"
1,"548386410559572096","2928.05","1347.15","1580.9"
2,"548386410559572096","5033.23","2880.59","3733.5399999999995"
3,"548386410559572096","8211.57","4457.28","7487.83"
4,"548386410559572096","1859.8999999999999","1848.58","7499.15"
5,"548386410559572096","2487.1800000000003","1876.63","8109.7"
6,"548386410559572096","5968.05","1804.9","12272.849999999999"
7,"548386410559572096","4014.2599999999993","2734.19","13552.919999999998"
8,"548386410559572096","1969.4099999999999","33.26","15489.069999999998"
9,"548386410559572096","8469.630000000001","644.84","23313.86"
10,"548386410559572096","5271.93","1589.52","26996.27"
11,"548386410559572096","4877.53","4896.78","26977.02"
12,"548386410559572096","6311.67","467.21","32821.48"
1,"548610375327965120","537.11","566.39","-29.279999999999973"
2,"548610375327965120","4334.57","0","4305.29"
3,"548610375327965120","3766.55","2112.21","5959.63"
4,"548610375327965120","0","179.79","5779.84"
5,"548610375327965120","4003.17","1046.21","8736.8"
6,"548610375327965120","471.19","0","9207.99"
7,"548610375327965120","2426.31","1077.36","10556.94"
8,"548610375327965120","10575.36","0","21132.300000000003"
9,"548610375327965120","1314.85","638.21","21808.940000000002"
10,"548610375327965120","3198.3100000000004","0","25007.250000000004"
11,"548610375327965120","2274.13","2498.57","24782.810000000005"
12,"548610375327965120","1400.51","1961.46","24221.860000000004"
1,"549146449402297408","4293.900000000001","2009.96","2283.9400000000005"
2,"549146449402297408","444.54","0","2728.4800000000005"
3,"549146449402297408","0","0","2728.4800000000005"
4,"549146449402297408","0","732.05","1996.4300000000005"
5,"549146449402297408","860.43","0","2856.8600000000006"
6,"549146449402297408","162.69","0","3019.5500000000006"
7,"549146449402297408","735.74","2319.37","1435.9200000000008"
8,"549146449402297408","0","0","1435.9200000000008"
9,"549146449402297408","2198.4700000000003","0","3634.3900000000012"
10,"549146449402297408","1897.81","0","5532.200000000001"
11,"549146449402297408","1772.53","0","7304.7300000000005"
12,"549146449402297408","0","0","7304.7300000000005"
1,"549276598498669056","0","0","0"
2,"549276598498669056","2675.3","0","2675.3"
3,"549276598498669056","3838.8500000000004","5490.75","1023.4000000000005"
4,"549276598498669056","2805.02","0","3828.4200000000005"
5,"549276598498669056","2381.0699999999997","407.23","5802.26"
6,"549276598498669056","769.87","1023.62","5548.51"
7,"549276598498669056","2535.5","0","8084.01"
8,"549276598498669056","3280.31","1721.6","9642.720000000001"
9,"549276598498669056","2661.3100000000004","1049.59","11254.440000000002"
10,"549276598498669056","3638.51","0","14892.950000000003"
11,"549276598498669056","3481.98","2362.64","16012.290000000003"
12,"549276598498669056","5852.6","1935.07","19929.820000000003"
1,"549586913428595136","8289.64","1083.79","7205.849999999999"
2,"549586913428595136","3402.12","1239.13","9368.84"
3,"549586913428595136","6035.27","987.17","14416.94"
4,"549586913428595136","4894.58","3155.0299999999997","16156.490000000002"
5,"549586913428595136","3524.23","3212.16","16468.56"
6,"549586913428595136","1038.52","0","17507.08"
7,"549586913428595136","6466.74","0","23973.82"
8,"549586913428595136","3339.14","2959.8500000000004","24353.11"
9,"549586913428595136","183.92","251.65","24285.38"
10,"549586913428595136","1564.61","959.53","24890.46"
11,"549586913428595136","2742.41","1152.49","26480.379999999997"
12,"549586913428595136","1961.21","0","28441.589999999997"
1,"550072723636210560","278.55","273.75","4.800000000000011"
2,"550072723636210560","2679.17","431.38","2252.59"
3,"550072723636210560","8163.5599999999995","4066.62","6349.53"
4,"550072723636210560","8462.03","1664.36","13147.2"
5,"550072723636210560","2360.94","3529.11","11979.03"
6,"550072723636210560","897.7","1078.91","11797.82"
7,"550072723636210560","1699.16","797.77","12699.21"
8,"550072723636210560","1304.48","2064.5","11939.189999999999"
9,"550072723636210560","3349.25","1002.66","14285.779999999999"
10,"550072723636210560","1375.65","3462.92","12198.509999999998"
11,"550072723636210560","8198.490000000002","1675.29","18721.71"
12,"550072723636210560","4093.56","708.15","22107.12"
1,"551375684620357888","1676.94","0","1676.94"
2,"551375684620357888","6191.76","0","7868.700000000001"
3,"551375684620357888","1649.21","444.07","9073.84"
4,"551375684620357888","1352.78","0","10426.62"
5,"551375684620357888","2892.4900000000002","473.42","12845.69"
6,"551375684620357888","3554.47","2925.94","13474.220000000001"
7,"551375684620357888","4286.51","0","17760.730000000003"
8,"551375684620357888","0","0","17760.730000000003"
9,"551375684620357888","3027.12","0","20787.850000000002"
10,"551375684620357888","1516.63","3455.41","18849.070000000003"
11,"551375684620357888","2638.94","0","21488.010000000002"
12,"551375684620357888","1870.96","1738.38","21620.590000000004"
1,"552531098473652160","403.61","0","403.61"
2,"552531098473652160","2507.2799999999997","2387.29","523.5999999999998"
3,"552531098473652160","2380.59","0","2904.19"
4,"552531098473652160","0","1885.04","1019.1500000000001"
5,"552531098473652160","2621.62","414.88","3225.89"
6,"552531098473652160","5923.22","0","9149.11"
7,"552531098473652160","0","1954.16","7194.950000000001"
8,"552531098473652160","1405.42","1957.61","6642.760000000001"
9,"552531098473652160","189.83","2601.93","4230.660000000002"
10,"552531098473652160","0","1613.88","2616.7800000000016"
11,"552531098473652160","883.53","0","3500.3100000000013"
12,"552531098473652160","3984.9599999999996","2138.3","5346.970000000001"
1,"552835998520537024","4108.94","0","4108.94"
2,"552835998520537024","5046.41","2222.5299999999997","6932.82"
3,"552835998520537024","3983.5899999999997","1947.98","8968.43"
4,"552835998520537024","5122.719999999999","1137.39","12953.759999999998"
5,"552835998520537024","3445.7499999999995","0","16399.51"
6,"552835998520537024","6366.449999999999","760.15","22005.809999999998"
7,"552835998520537024","1251.54","0","23257.35"
8,"552835998520537024","2192.1400000000003","613.55","24835.94"
9,"552835998520537024","5473.11","1122.97","29186.079999999998"
10,"552835998520537024","2601.02","2525.88","29261.219999999998"
11,"552835998520537024","5347.5","1917.42","32691.299999999996"
12,"552835998520537024","3545.42","1497.6599999999999","34739.06"
1,"552943051740071424","251.78","1832.4099999999999","-1580.6299999999999"
2,"552943051740071424","7129.67","0","5549.04"
3,"552943051740071424","4411.82","4301.53","5659.33"
4,"552943051740071424","3593.25","2415.38","6837.2"
5,"552943051740071424","3522.76","4507.119999999999","5852.840000000001"
6,"552943051740071424","3325.8599999999997","5212.63","3966.0700000000006"
7,"552943051740071424","5596.36","1839.91","7722.52"
8,"552943051740071424","6948.290000000001","7308.450000000001","7362.360000000001"
9,"552943051740071424","3736.48","2938.31","8160.530000000001"
10,"552943051740071424","3687.9399999999996","7282.910000000001","4565.5599999999995"
11,"552943051740071424","7085.57","0","11651.13"
12,"552943051740071424","7575.199999999999","0","19226.329999999998"
1,"553165864501979584","6547.16","1275.48","5271.68"
2,"553165864501979584","1955.47","342.7","6884.450000000001"
3,"553165864501979584","4063.69","0","10948.140000000001"
4,"553165864501979584","2088.83","0","13036.970000000001"
5,"553165864501979584","2101.37","535.07","14603.27"
6,"553165864501979584","288.56","1654.85","13236.98"
7,"553165864501979584","516.72","1975.02","11778.68"
8,"553165864501979584","3969.41","0","15748.09"
9,"553165864501979584","6356.53","1319.32","20785.3"
10,"553165864501979584","972.1700000000001","2011.6599999999999","19745.809999999998"
11,"553165864501979584","130.73","2302.62","17573.92"
12,"553165864501979584","4750","291.36","22032.559999999998"
1,"555829331013229888","8360.16","3613.08","4747.08"
2,"555829331013229888","6249.870000000001","1914.1000000000001","9082.85"
3,"555829331013229888","9355.84","1410.26","17028.43"
4,"555829331013229888","4854.61","6189.32","15693.720000000001"
5,"555829331013229888","4704.39","1861.04","18537.07"
6,"555829331013229888","11366.5","5646.03","24257.54"
7,"555829331013229888","9938.470000000001","1582.78","32613.230000000003"
8,"555829331013229888","7257.84","0","39871.07000000001"
9,"555829331013229888","5971.08","2156.31","43685.840000000004"
10,"555829331013229888","9672.4","4074.87","49283.37"
11,"555829331013229888","3701.83","0","52985.200000000004"
12,"555829331013229888","4378.57","5433.349999999999","51930.420000000006"
1,"556602239757472000","2362.59","3399.0400000000004","-1036.4500000000003"
2,"556602239757472000","3707.5299999999997","0","2671.0799999999995"
3,"556602239757472000","3685.0600000000004","1400.76","4955.379999999999"
4,"556602239757472000","3874.94","0","8830.32"
5,"556602239757472000","2576.9700000000003","987.32","10419.97"
6,"556602239757472000","5791.68","578.29","15633.36"
7,"556602239757472000","4753.78","1191.54","19195.6"
8,"556602239757472000","1692.11","4349.96","16537.75"
9,"556602239757472000","2967.8900000000003","0","19505.64"
10,"556602239757472000","2079.88","838.08","20747.44"
11,"556602239757472000","0","0","20747.44"
12,"556602239757472000","4533.56","266.45","25014.55"
1,"556691726587429504","4139.05","0","4139.05"
2,"556691726587429504","540.51","0","4679.56"
3,"556691726587429504","0","0","4679.56"
4,"556691726587429504","3294.77","0","7974.33"
5,"556691726587429504","1886.84","0","9861.17"
6,"556691726587429504","647.03","1504.55","9003.65"
8,"556691726587429504","1110.63","1881.32","8232.96"
9,"556691726587429504","0","0","8232.96"
11,"556691726587429504","0","0","8232.96"
12,"556691726587429504","0","764.42","7468.539999999999"
1,"560483102967843904","4539.02","502.06","4036.9600000000005"
2,"560483102967843904","2328.7400000000002","3332.23","3033.4700000000007"
3,"560483102967843904","3744.98","6165.150000000001","613.3000000000002"
4,"560483102967843904","6954.56","3807.0699999999997","3760.790000000001"
5,"560483102967843904","2778.3599999999997","2978.9300000000003","3560.2200000000003"
6,"560483102967843904","3344.1800000000003","0","6904.400000000001"
7,"560483102967843904","3608.49","1754.13","8758.76"
8,"560483102967843904","3437.5200000000004","0","12196.28"
9,"560483102967843904","4472.22","1150.7","15517.800000000001"
10,"560483102967843904","3335.1400000000003","944.56","17908.38"
11,"560483102967843904","749.63","3351.52","15306.490000000002"
12,"560483102967843904","4077.84","1875.55","17508.780000000002"
1,"561673319861795520","0","0","0"
2,"561673319861795520","1419.3899999999999","1752.72","-333.33000000000015"
3,"561673319861795520","2223.23","676.56","1213.34"
4,"561673319861795520","2853.6499999999996","2604.89","1462.0999999999997"
5,"561673319861795520","3678.35","0","5140.45"
6,"561673319861795520","3586.87","0","8727.32"
7,"561673319861795520","4032.89","1397.31","11362.9"
8,"561673319861795520","1424.71","0","12787.61"
9,"561673319861795520","2052.19","2708.34","12131.460000000001"
10,"561673319861795520","2004.56","1889.63","12246.390000000001"
11,"561673319861795520","6117.36","3256.93","15106.820000000002"
12,"561673319861795520","713.9300000000001","0","15820.750000000002"
1,"562625129388991680","111.32","650.2","-538.8800000000001"
2,"562625129388991680","2902.29","1204.82","1158.59"
3,"562625129388991680","5400.87","437.35","6122.11"
4,"562625129388991680","2609.45","3007.61","5723.949999999999"
5,"562625129388991680","3192.3900000000003","3317.6600000000003","5598.6799999999985"
6,"562625129388991680","611.8199999999999","1259.3","4951.199999999999"
7,"562625129388991680","2929.94","2906.83","4974.3099999999995"
8,"562625129388991680","3663.42","3868.63","4769.099999999999"
9,"562625129388991680","4669.24","3635.8199999999997","5802.5199999999995"
10,"562625129388991680","2231.8","4378.48","3655.84"
11,"562625129388991680","4772.25","3398.0699999999997","5030.02"
12,"562625129388991680","10218.869999999999","1414.03","13834.859999999999"
1,"563119256403850752","2490.7400000000002","0","2490.7400000000002"
2,"563119256403850752","0","0","2490.7400000000002"
3,"563119256403850752","1412.12","1819.82","2083.04"
4,"563119256403850752","1921.58","0","4004.62"
5,"563119256403850752","1031.54","0","5036.16"
6,"563119256403850752","1911.85","0","6948.01"
7,"563119256403850752","1826.62","1248.44","7526.1900000000005"
8,"563119256403850752","3465.97","0","10992.16"
9,"563119256403850752","1876.94","713.86","12155.24"
10,"563119256403850752","0","0","12155.24"
11,"563119256403850752","1153.81","0","13309.05"
12,"563119256403850752","1654.78","0","14963.83"
1,"563360582195740160","2771.48","1618.9099999999999","1152.5700000000002"
2,"563360582195740160","2440.5699999999997","0","3593.14"
3,"563360582195740160","14272.119999999999","365.29","17499.969999999998"
4,"563360582195740160","4317.93","2268.07","19549.829999999998"
5,"563360582195740160","6043.18","2097.01","23496"
6,"563360582195740160","3660.0200000000004","1166.61","25989.41"
7,"563360582195740160","5422.25","1391.8","30019.86"
8,"563360582195740160","3908.3","1490.83","32437.33"
9,"563360582195740160","5837.42","830.94","37443.81"
10,"563360582195740160","2560.6","0","40004.409999999996"
11,"563360582195740160","5034.19","1828.1200000000001","43210.479999999996"
12,"563360582195740160","2982.6800000000003","942.73","45250.42999999999"
2,"564830786006848448","1302.9","0","1302.9"
3,"564830786006848448","0","0","1302.9"
4,"564830786006848448","0","1743.57","-440.66999999999985"
5,"564830786006848448","0","0","-440.66999999999985"
6,"564830786006848448","770.68","0","330.0100000000001"
7,"564830786006848448","1549.51","0","1879.52"
8,"564830786006848448","1868.88","1598.86","2149.54"
9,"564830786006848448","1134.62","0","3284.16"
10,"564830786006848448","817.5","0","4101.66"
11,"564830786006848448","0","1705.46","2396.2"
12,"564830786006848448","806.2900000000001","0","3202.49"
1,"565473540039306752","4129.139999999999","1322.73","2806.4099999999994"
2,"565473540039306752","1582.68","1894.48","2494.6099999999997"
3,"565473540039306752","5017.54","2886.51","4625.639999999999"
4,"565473540039306752","2827.16","1762.32","5690.48"
5,"565473540039306752","194.22","5559.92","324.77999999999975"
6,"565473540039306752","2565.25","0","2890.0299999999997"
7,"565473540039306752","4694.46","0","7584.49"
8,"565473540039306752","2274.7200000000003","1714.74","8144.47"
9,"565473540039306752","1624.1699999999998","0","9768.64"
10,"565473540039306752","1366.38","962.13","10172.89"
11,"565473540039306752","2635.4300000000003","2094.27","10714.05"
12,"565473540039306752","2006.7","2235.45","10485.3"
1,"565707937922499008","133.48","0","133.48"
3,"565707937922499008","1061.17","1575.34","-380.6899999999998"
4,"565707937922499008","0","0","-380.6899999999998"
6,"565707937922499008","0","0","-380.6899999999998"
7,"565707937922499008","0","0","-380.6899999999998"
9,"565707937922499008","0","0","-380.6899999999998"
11,"565707937922499008","1267.24","0","886.5500000000002"
1,"566605153654791168","1007.3","861.89","145.40999999999997"
2,"566605153654791168","0","0","145.40999999999997"
3,"566605153654791168","0","0","145.40999999999997"
4,"566605153654791168","2215.31","0","2360.72"
5,"566605153654791168","3242.95","0","5603.67"
6,"566605153654791168","104.19","0","5707.86"
9,"566605153654791168","1699.76","0","7407.62"
10,"566605153654791168","0","753.95","6653.67"
11,"566605153654791168","0","404.25","6249.42"
12,"566605153654791168","1363.64","0","7613.06"
1,"566827308066006208","2075.88","669.86","1406.02"
2,"566827308066006208","3175.21","752.04","3829.19"
3,"566827308066006208","1059.85","1721.59","3167.45"
4,"566827308066006208","2657.77","333.93","5491.29"
5,"566827308066006208","4370.17","0","9861.46"
6,"566827308066006208","4039.32","1880.0600000000002","12020.72"
7,"566827308066006208","0","1361.12","10659.599999999999"
8,"566827308066006208","632.47","0","11292.069999999998"
9,"566827308066006208","3763.85","1551.8","13504.119999999999"
10,"566827308066006208","1424.69","1277.35","13651.46"
11,"566827308066006208","708.36","1347.26","13012.56"
12,"566827308066006208","2893.1000000000004","1245.12","14660.54"
1,"570089774102898560","2984.25","1753.08","1231.17"
2,"570089774102898560","3129.44","1084.49","3276.12"
3,"570089774102898560","2354.38","2581.4","3049.1"
4,"570089774102898560","3145.49","0","6194.59"
5,"570089774102898560","3884.66","892.1","9187.15"
6,"570089774102898560","5041.85","0","14229"
7,"570089774102898560","7113.45","1909.6","19432.85"
8,"570089774102898560","1750.44","1722.71","19460.579999999998"
9,"570089774102898560","6657.370000000001","3478.3999999999996","22639.55"
10,"570089774102898560","0","1336.25","21303.3"
11,"570089774102898560","1402.13","2936.3199999999997","19769.11"
12,"570089774102898560","4354.51","794.8299999999999","23328.79"
1,"571376668231466560","58.76","1249.16","-1190.4"
2,"571376668231466560","799.34","848.88","-1239.94"
3,"571376668231466560","3404.82","1465.65","699.23"
4,"571376668231466560","1690.03","0","2389.26"
5,"571376668231466560","447.91","0","2837.17"
6,"571376668231466560","2964.0699999999997","1293.08","4508.16"
7,"571376668231466560","320.98","0","4829.139999999999"
8,"571376668231466560","2885.7700000000004","0","7714.91"
9,"571376668231466560","6650.69","2588.78","11776.82"
10,"571376668231466560","1774.76","0","13551.58"
11,"571376668231466560","2177.0299999999997","2306.75","13421.86"
12,"571376668231466560","2291.83","1865.47","13848.220000000001"
1,"571824383873419712","0","1628.45","-1628.45"
2,"571824383873419712","2672.1000000000004","0","1043.6500000000003"
3,"571824383873419712","2644.7999999999997","177.1","3511.3500000000004"
4,"571824383873419712","957.38","0","4468.7300000000005"
5,"571824383873419712","3241.67","805.43","6904.970000000001"
6,"571824383873419712","103.28","2164.11","4844.140000000001"
7,"571824383873419712","2377.6800000000003","3720.7200000000003","3501.1000000000013"
8,"571824383873419712","746.81","0","4247.910000000002"
9,"571824383873419712","0","0","4247.910000000002"
10,"571824383873419712","4628.15","1065.46","7810.600000000001"
11,"571824383873419712","2730.38","1337.82","9203.160000000002"
12,"571824383873419712","1314.58","0","10517.740000000002"
1,"573149716682002048","4907.31","0","4907.31"
2,"573149716682002048","5929.9","169.27","10667.939999999999"
3,"573149716682002048","3638.23","0","14306.169999999998"
4,"573149716682002048","4013.45","945.85","17373.769999999997"
5,"573149716682002048","2947.41","0","20321.179999999997"
6,"573149716682002048","5606.290000000001","614.11","25313.359999999997"
7,"573149716682002048","3610.67","770.81","28153.219999999998"
8,"573149716682002048","2177.94","2631.1099999999997","27700.05"
9,"573149716682002048","5677.12","3156.19","30220.98"
10,"573149716682002048","5252.85","1802.46","33671.37"
11,"573149716682002048","2288.99","1779.75","34180.61"
12,"573149716682002048","5449.18","499.76","39130.03"
1,"573780798910584640","1886.33","2748.7200000000003","-862.3900000000003"
2,"573780798910584640","9019.07","1247.4","6909.28"
3,"573780798910584640","1784.73","3237.16","5456.85"
4,"573780798910584640","2837.5600000000004","3915.3599999999997","4379.050000000001"
5,"573780798910584640","2314.37","1976.72","4716.700000000001"
6,"573780798910584640","2498.56","930.83","6284.43"
7,"573780798910584640","4336.379999999999","3746.13","6874.679999999999"
8,"573780798910584640","5216.85","4343.87","7747.66"
9,"573780798910584640","9561.47","3364.38","13944.75"
10,"573780798910584640","7164.939999999999","3036.04","18073.649999999998"
11,"573780798910584640","1717.99","2242.94","17548.699999999997"
12,"573780798910584640","7997.900000000001","2859.3500000000004","22687.249999999996"
1,"574120002256688000","4908.92","0","4908.92"
2,"574120002256688000","1454.48","1574.95","4788.45"
3,"574120002256688000","7988.14","0","12776.59"
4,"574120002256688000","6531.94","0","19308.53"
5,"574120002256688000","2327.54","1413.29","20222.78"
6,"574120002256688000","3713.43","1985.88","21950.329999999998"
7,"574120002256688000","6663.12","583.07","28030.379999999997"
8,"574120002256688000","1801.64","1786.91","28045.109999999997"
9,"574120002256688000","4482.4400000000005","0","32527.549999999996"
10,"574120002256688000","2905.25","0","35432.799999999996"
11,"574120002256688000","0","32.28","35400.52"
12,"574120002256688000","7782.4400000000005","1356.33","41826.63"
1,"575921762248233664","2776.04","0","2776.04"
2,"575921762248233664","826.52","0","3602.56"
3,"575921762248233664","1460.62","0","5063.18"
4,"575921762248233664","1283.2","0","6346.38"
5,"575921762248233664","528.47","1216.27","5658.58"
6,"575921762248233664","0","1984.61","3673.9700000000003"
7,"575921762248233664","244.69","0","3918.6600000000003"
8,"575921762248233664","0","1762.1","2156.5600000000004"
9,"575921762248233664","0","469.78","1686.7800000000004"
10,"575921762248233664","3248","0","4934.780000000001"
1,"579554891556021120","3145.3199999999997","2998.43","146.88999999999987"
2,"579554891556021120","5657.52","3196.55","2607.86"
3,"579554891556021120","10906.24","0","13514.1"
4,"579554891556021120","6390.64","4227.64","15677.1"
5,"579554891556021120","1482.1799999999998","6517.070000000001","10642.21"
6,"579554891556021120","940.19","1204.11","10378.289999999999"
7,"579554891556021120","3229.1200000000003","2073.14","11534.27"
8,"579554891556021120","4109.18","3288.4","12355.050000000001"
9,"579554891556021120","7274.76","4293.98","15335.830000000002"
10,"579554891556021120","7625.35","1609.12","21352.06"
11,"579554891556021120","14117.41","4275.98","31193.49"
12,"579554891556021120","6223.469999999999","4477.6900000000005","32939.270000000004"
1,"580366329510167552","3899.9100000000003","0","3899.9100000000003"
2,"580366329510167552","1846.12","1540.71","4205.32"
3,"580366329510167552","2963.47","3002.58","4166.209999999999"
4,"580366329510167552","5136.63","2711.68","6591.16"
5,"580366329510167552","3553.4000000000005","0","10144.560000000001"
6,"580366329510167552","4506.62","1159.93","13491.25"
7,"580366329510167552","2442.48","0","15933.73"
8,"580366329510167552","5091.449999999999","1368.17","19657.01"
9,"580366329510167552","8264.460000000001","602.43","27319.04"
10,"580366329510167552","7786.59","3063.7","32041.93"
11,"580366329510167552","2570.5600000000004","2690.05","31922.440000000002"
12,"580366329510167552","0","1392.11","30530.33"
1,"580709225988634112","2446.06","569.94","1876.12"
2,"580709225988634112","4821.61","93.25","6604.48"
3,"580709225988634112","2252.6","0","8857.08"
4,"580709225988634112","1159.5","471.43","9545.15"
5,"580709225988634112","4237.46","4118.58","9664.029999999999"
6,"580709225988634112","3163.25","1819.02","11008.259999999998"
7,"580709225988634112","6017","1696.54","15328.719999999998"
8,"580709225988634112","4063.7200000000003","3628.85","15763.589999999998"
9,"580709225988634112","7802.9800000000005","1519.54","22047.03"
10,"580709225988634112","1658.09","927.8800000000001","22777.239999999998"
11,"580709225988634112","6657.82","4750.5","24684.559999999998"
12,"580709225988634112","4359.650000000001","303.31","28740.899999999998"
1,"580967270267332864","0","0","0"
2,"580967270267332864","947.84","0","947.84"
3,"580967270267332864","997.93","0","1945.77"
4,"580967270267332864","1864.37","0","3810.14"
5,"580967270267332864","1401.13","0","5211.27"
6,"580967270267332864","0","0","5211.27"
7,"580967270267332864","0","1662.49","3548.7800000000007"
8,"580967270267332864","2464.91","0","6013.6900000000005"
9,"580967270267332864","0","502.7","5510.990000000001"
10,"580967270267332864","0","0","5510.990000000001"
11,"580967270267332864","115.59","0","5626.580000000001"
12,"580967270267332864","805.76","0","6432.340000000001"
1,"581997133609947392","1973.23","1019.11","954.12"
3,"581997133609947392","88.44","0","1042.56"
4,"581997133609947392","0","1400.45","-357.8900000000001"
5,"581997133609947392","0","3288.5699999999997","-3646.46"
6,"581997133609947392","1426.76","1053.92","-3273.62"
7,"581997133609947392","327.09","1268.24","-4214.77"
8,"581997133609947392","3353.71","0","-861.0600000000004"
10,"581997133609947392","1728.23","1744.48","-877.3100000000004"
11,"581997133609947392","0","0","-877.3100000000004"
12,"581997133609947392","0","945.58","-1822.8900000000003"
1,"582775485353846784","8470.53","0","8470.53"
2,"582775485353846784","6782.700000000001","2248.26","13004.970000000001"
3,"582775485353846784","2841.2200000000003","2105.29","13740.900000000001"
4,"582775485353846784","11215.04","4459.219999999999","20496.72"
5,"582775485353846784","6303.039999999999","7551.4400000000005","19248.32"
6,"582775485353846784","3498.92","1466.45","21280.79"
7,"582775485353846784","9377.89","3303.33","27355.35"
8,"582775485353846784","8929.51","2522.2200000000003","33762.64"
9,"582775485353846784","6129.259999999999","6200.63","33691.27"
10,"582775485353846784","9611.84","2879.35","40423.759999999995"
11,"582775485353846784","4299","4375.1","40347.659999999996"
12,"582775485353846784","6668.389999999999","2375.3900000000003","44640.659999999996"
1,"582784184181153280","6423.200000000001","3597.58","2825.620000000001"
2,"582784184181153280","3247.16","4109.88","1962.9000000000005"
3,"582784184181153280","5328.72","4424.75","2866.870000000001"
4,"582784184181153280","4513.129999999999","2617.16","4762.84"
5,"582784184181153280","8403.369999999999","3686.11","9480.099999999999"
6,"582784184181153280","5232.26","2090.08","12622.279999999999"
7,"582784184181153280","4415.139999999999","97.25","16940.17"
8,"582784184181153280","4937.45","933.25","20944.37"
9,"582784184181153280","6420.25","3190.7099999999996","24173.91"
10,"582784184181153280","4906.97","2390.88","26690"
11,"582784184181153280","2397.73","4816.8","24270.93"
12,"582784184181153280","419.67","397.21","24293.39"
1,"584329131272424448","1661.47","1829.76","-168.28999999999996"
2,"584329131272424448","2307.63","0","2139.34"
3,"584329131272424448","153.81","1291.72","1001.4300000000001"
4,"584329131272424448","1620.6299999999999","190.79","2431.27"
5,"584329131272424448","2892.01","2174.5299999999997","3148.7500000000005"
6,"584329131272424448","1840.05","1099.81","3888.9900000000007"
7,"584329131272424448","1505.65","1906.9","3487.7400000000007"
8,"584329131272424448","2556.49","1698.91","4345.320000000001"
9,"584329131272424448","2228.58","0","6573.900000000001"
10,"584329131272424448","553.61","2354.4500000000003","4773.06"
11,"584329131272424448","0","2122.25","2650.8100000000004"
12,"584329131272424448","0","0","2650.8100000000004"
1,"584612793878811904","807.99","0","807.99"
2,"584612793878811904","2167.11","0","2975.1000000000004"
3,"584612793878811904","0","221.35","2753.7500000000005"
4,"584612793878811904","2542.04","1438.79","3857.0000000000005"
5,"584612793878811904","698.21","0","4555.210000000001"
6,"584612793878811904","831.29","0","5386.500000000001"
7,"584612793878811904","2049.56","467.41","6968.650000000001"
8,"584612793878811904","3357.52","0","10326.17"
9,"584612793878811904","0","0","10326.17"
10,"584612793878811904","3310.52","0","13636.69"
11,"584612793878811904","28.86","534.87","13130.68"
12,"584612793878811904","3381.0099999999998","0","16511.69"
1,"584970506033581696","6892.51","2977.35","3915.1600000000003"
2,"584970506033581696","3182.36","888.17","6209.35"
3,"584970506033581696","2744.94","2219.52","6734.77"
4,"584970506033581696","3577.29","2723.82","7588.24"
5,"584970506033581696","1885.98","877.06","8597.16"
6,"584970506033581696","3417.9900000000002","2165.37","9849.78"
7,"584970506033581696","5342.87","3187.8599999999997","12004.79"
8,"584970506033581696","11820.220000000001","4047.56","19777.450000000004"
9,"584970506033581696","324.69","885.31","19216.830000000005"
10,"584970506033581696","5504.7300000000005","0","24721.560000000005"
11,"584970506033581696","8980.55","2271.9700000000003","31430.140000000003"
12,"584970506033581696","2538.75","2623.54","31345.350000000002"
1,"585558974073297920","0","0","0"
5,"585558974073297920","749.04","0","749.04"
7,"585558974073297920","0","0","749.04"
8,"585558974073297920","0","0","749.04"
9,"585558974073297920","0","0","749.04"
12,"585558974073297920","1330.84","354.58","1725.3"
2,"587213839634695680","0","0","0"
7,"587213839634695680","0","0","0"
9,"587213839634695680","1580.71","0","1580.71"
11,"587213839634695680","0","172.24","1408.47"
